name,source,reported lag,expected lag,retrieved lag,lag_error_plus,lag_error_minus,sim. coverage_fraction,redshift,baseline,cadence,sim_cadence,epochs,sim_epochs,SN,sim_sn,luminosity,flag
Mrk 110,Bentz2013,33.3,17.17908387157586,19.083874096911494,3.4260682368698276,5.418398750236243,0.5647058823529412,0.03529,1308.0,-1.0,7.6947368421052635,95,96,34,34,2.951209226666378e+43,2
Mrk 335,Bentz2013,16.8,22.387211385683468,21.204208653856426,4.741723816018556,6.562092839279099,0.5694444444444444,0.02579,962.0,-1.0,4.455284552845528,123,123,51,51,5.011872336272756e+43,0
Mrk 335,Bentz2013,12.5,24.547089156850337,24.269241302070654,5.202309879745272,6.558938458005926,0.5694444444444444,0.02579,962.0,-1.0,4.455284552845528,123,123,50,50,6.025595860743593e+43,2
Mrk 335,Bentz2013,14.3,21.87761623949552,21.28166489586867,1.9705044838541355,3.370980732959044,1.0,0.02579,128.0,1.0,1.0,85,128,28,28,4.78630092322638e+43,2
Mrk 590,Bentz2013,20.7,18.40772001468958,19.950507278364558,11.453483478004443,4.440242613219654,0.5421052631578948,0.02639,2032.0,-1.0,10.735294117647058,102,103,46,46,3.388441561392034e+43,0
Mrk 590,Bentz2013,14.0,10.83926914021204,11.530338786428713,7.839573384820886,3.944744265230307,0.5421052631578948,0.02639,2032.0,-1.0,10.735294117647058,102,103,43,43,1.1748975549395304e+43,0
PG 2308+098,Hu2025,149.6,183.22117781522954,174.75838759768538,24.92632477652529,35.789357116164894,0.5466666666666666,0.4329,1195.0,8.0,8.0,84,82,-1,100,3.3570000000000005e+45,0
Mrk 590,Bentz2013,29.2,14.45439770745928,15.826653144191237,11.576596645058817,4.3873066208432405,0.5421052631578948,0.02639,2032.0,-1.0,10.735294117647058,102,103,46,46,2.0892961308540408e+43,2
Mrk 590,Bentz2013,28.8,19.724227361148614,23.57422503445148,8.329889797943341,7.440135982708988,0.5421052631578948,0.02639,2032.0,-1.0,10.735294117647058,102,103,42,42,3.8904514499428365e+43,1
Mrk 817,Bentz2013,19.0,23.173946499684703,20.596753828273755,4.688981195892758,3.1647907446439234,0.8620689655172413,0.03146,211.0,-1.0,7.32,25,25,51,51,5.370317963702489e+43,0
Mrk 817,Bentz2013,15.3,20.183663636815595,17.552252157270736,2.7440182757747635,2.9887505536338743,0.8620689655172413,0.03146,211.0,-1.0,7.32,25,25,48,48,4.073802778041122e+43,0
Mrk 817,Bentz2013,33.6,20.183663636815595,17.60363076489332,2.684198426185521,2.8591827532780343,0.8620689655172413,0.03146,211.0,-1.0,7.32,25,25,46,46,4.073802778041122e+43,2
Mrk 817,Bentz2013,14.04,24.547089156850337,24.0704448513454,0.786274921501132,1.860286164439259,1.0,0.03146,116.0,0.56,0.56,88,208,99,99,6.025595860743593e+43,2
NGC 3227,Bentz2013,3.75,4.1686938347033635,4.0571859402353105,0.16940607131805674,0.3430364987730785,1.0,0.00386,84.0,0.45,0.45,75,187,107,107,1.7378008287493836e+42,0
NGC 3783,Bentz2013,10.2,5.956621435290085,6.106121291688368,0.7661044624465729,1.395363602812389,0.7666666666666667,0.00973,240.0,2.0,2.0,120,92,19,19,3.548133892335731e+42,2
NGC 4051,Bentz2013,1.87,3.019951720402019,2.92112197555572,0.16728501828318354,0.31455469856136986,1.0,0.00234,116.0,0.45,0.45,108,258,70,70,9.120108393559116e+41,2
NGC 4151,Bentz2013,6.58,3.5075187395256937,3.229747348084295,0.3592432171079447,0.39048316734952015,1.0,0.00332,41.0,1.0,1.0,34,41,44,44,1.2302687708123912e+42,2
PG 1352+183,Hu2025,50.7,48.785243670601865,47.73594092192752,11.832556419857475,11.718372953691855,0.6030534351145038,0.1507,914.0,7.0,7.0,75,79,185,185,2.38e+44,0
NGC 5548,Bentz2013,19.7,14.621771744567154,14.361351715628187,1.0810479697119089,1.8899489426473348,0.5013698630136987,0.01718,365.0,1.0,1.0,132,183,20,20,2.1379620895022237e+43,2
NGC 5548,Bentz2013,18.6,10.964781961431829,10.104931560064514,1.424857720777858,1.5661407974930146,0.5027322404371585,0.01718,365.0,2.0,2.0,94,92,21,21,1.2022644346174082e+43,2
NGC 5548,Bentz2013,15.9,13.963683610559363,13.104906023221053,2.100240812788435,1.3527350221581198,0.5,0.01718,365.0,3.0,3.0,65,61,25,25,1.9498445997580415e+43,0
NGC 5548,Bentz2013,11.0,10.115794542598962,9.347498487320781,1.400792645643179,1.4767164215873638,0.5027322404371585,0.01718,365.0,2.0,2.0,83,92,23,23,1.0232929922807495e+43,0
NGC 5548,Bentz2013,13.0,13.489628825916505,12.903075013664187,1.0358616417751279,1.9287110177212075,0.5013698630136987,0.01718,365.0,1.0,1.0,142,183,26,26,1.819700858609975e+43,0
NGC 5548,Bentz2013,13.4,14.45439770745928,14.020665102479844,1.0724016225726842,1.6220484439501028,0.5013698630136987,0.01718,365.0,1.0,1.0,128,183,23,23,2.0892961308540408e+43,0
NGC 5548,Bentz2013,21.7,16.98243652461746,16.178875360418903,1.483534240037212,1.7185389266356008,0.5,0.01718,365.0,2.1,2.1,78,87,39,39,2.8840315031266117e+43,2
NGC 5548,Bentz2013,16.4,15.310874616820257,14.776880714348835,1.0767867708450272,1.9251584496536491,0.5013698630136987,0.01718,365.0,1.0,1.0,144,183,26,26,2.3442288153199083e+43,0
NGC 5548,Bentz2013,17.5,12.30268770812381,11.901122884234516,0.8371785270195602,1.637240550399273,0.5030120481927711,0.01718,365.0,1.1,1.1,95,167,27,27,1.513561248436207e+43,2
NGC 5548,Bentz2013,26.5,18.1970085860999,17.583718217745705,1.1411428323534132,2.2447909360481706,0.5013698630136987,0.01718,365.0,1.0,1.0,119,183,25,25,3.311311214825935e+43,2
PG 2233+134,Hu2025,125.0,123.57184145265454,120.75729127836247,27.614264132371247,31.872926073473437,0.5479041916167665,0.3252,2002.0,6.0,6.0,171,183,210,210,1.527e+45,0
NGC 5548,Bentz2013,24.8,16.595869074375564,16.344450278848424,0.806224273576472,2.0438627846073167,0.5013698630136987,0.01718,365.0,1.0,1.0,86,183,27,27,2.754228703338152e+43,2
NGC 5548,Bentz2013,6.5,10.592537251772853,10.559541240605103,1.1298523611610474,2.146977911399407,0.5,0.01718,365.0,3.0,3.0,37,61,23,23,1.122018454301956e+43,2
NGC 5548,Bentz2013,14.3,10.592537251772853,10.371217884549988,1.237426001218493,2.2832087918960973,0.5043478260869565,0.01718,365.0,3.2,3.2,45,58,21,21,1.122018454301956e+43,2
NGC 5548,Bentz2013,6.3,8.91250938133744,8.524327159807246,1.2548604399417744,2.1611514442392536,1.0,0.01718,40.0,1.0,1.0,28,40,27,27,7.94328234724279e+42,0
NGC 5548,Bentz2013,4.18,9.440608762859265,9.421686184696895,0.4082629455941742,1.113972605725019,1.0,0.01718,68.0,1.01,1.01,51,68,47,47,8.912509381337514e+42,2
NGC 5548,Bentz2013,12.4,9.225714271547629,9.199102827087543,0.20131399299101638,1.0547803189192315,1.0,0.01718,117.0,0.48,0.48,108,244,79,79,8.511380382023759e+42,2
NGC 7469,Bentz2013,23.2,19.054607179632523,18.76472839483322,1.1905831012747754,3.0390410749614833,1.0,0.01632,120.0,1.0,1.0,73,120,33,33,3.6307805477010323e+43,0
Mrk 142,Bentz2013,2.74,18.620871366628656,18.170016266524293,1.4910226014373968,3.420877475556937,1.0,0.04494,68.0,1.02,1.02,51,67,46,46,3.4673685045253096e+43,2
NGC 3516,Bentz2013,11.68,7.328245331389015,7.222778401759862,0.3645403137678125,0.6514304023009494,1.0,0.00884,116.0,0.54,0.54,93,215,85,85,5.3703179637024885e+42,2
Z 291-51,Bentz2013,2.31,3.4276778654645046,3.3619805397078135,0.11001500956680088,0.684203642883348,1.0,0.02787,68.0,1.0,1.0,50,68,23,23,1.1748975549395304e+42,2
RM017,Shen2024,81.00733950315085,58.93719916830837,59.6219065588715,20.325111501693158,23.142390552058224,0.5303030303030303,0.4565020752060682,2368.987,11.969000000000051,11.969000000000051,90,105,23,23,3.4735934458048495e+44,2
Arp 151,Bentz2013,3.99,5.495408738576225,5.385136802004079,0.4583424255838908,0.7782430722376583,1.0,0.02109,68.0,1.02,1.02,43,67,23,23,3.0199517204019945e+42,0
Mrk 1310,Bentz2013,3.66,4.1209751909732875,3.8900441856855927,0.3948934938050668,0.42394176454567356,1.0,0.01956,68.0,1.01,1.01,47,68,26,26,1.698243652461732e+42,0
Mrk 202,Bentz2013,3.05,3.9810717055349856,3.8918689091754985,0.3740513635292202,0.4019163232136629,1.0,0.02102,68.0,1.01,1.01,46,68,32,32,1.584893192461124e+42,0
NGC 4253,Bentz2013,6.16,5.688529308438402,5.495688735966496,0.3795014925695712,0.7217408027645744,1.0,0.01293,68.0,1.01,1.01,50,68,50,50,3.2359365692962677e+42,0
NGC 4593,Bentz2013,3.73,8.609937521845982,8.505396613542102,0.3966578309290636,1.0474787935549141,0.973404255319149,0.009,188.0,1.0,1.0,25,183,50,50,7.413102413009131e+42,2
NGC 4748,Bentz2013,5.55,5.5590425727040484,5.444502305546799,0.36539456326361375,0.6983316456596818,1.0,0.01463,68.0,1.0,1.0,45,68,58,58,3.090295432513605e+42,0
Mrk 279,Bentz2013,16.7,20.892961308540407,26.296629288353632,125.46352404271529,13.688463538275018,0.53125,0.03045,374.0,-1.0,11.9375,16,17,14,14,4.365158322401665e+43,2
Mrk 290,Bentz2013,8.72,11.350108156723143,11.13907542636911,0.543891602854977,1.1607749011240802,1.0,0.02958,117.0,0.52,0.52,100,225,74,74,1.2882495516931324e+43,0
NGC 6814,Bentz2013,6.64,3.3496543915782655,3.1705703227994118,0.37256237560187255,0.41033132139829354,1.0,0.00521,68.0,1.01,1.01,45,68,27,27,1.122018454301956e+42,2
PG 0804+761 ,Hu2021,72.9,90.77444574328173,88.26352140546791,36.22500072173878,35.28298258725287,0.5343137254901961,0.1,1019.0,5.0,5.0,149,109,423,423,8.24e+44,0
RM018,Shen2024,46.76148889879819,60.02855665807742,60.21554071661537,23.75218251692754,28.279566547753284,0.5303030303030303,0.8482711283663913,2368.987,11.969000000000051,11.969000000000051,90,105,11,11,3.603427614452012e+44,0
PG 1322+65,Hu2021,30.3,71.2039324756716,68.75180441035187,22.345732876112308,23.63554309055479,0.5596330275229358,0.168,974.0,9.0,9.0,87,61,292,292,5.070000000000001e+44,2
PG 1404+226 ,Hu2021,21.4,35.77708763999664,35.92668238377826,10.474196297742957,12.399516645811719,0.5044642857142857,0.098,1120.0,5.0,5.0,92,113,175,175,1.28e+44,2
PG 1617+175 ,Hu2021,34.3,54.40588203494178,53.03599506384346,1.8424006047532089,3.5226711434592204,1.0,0.114,172.0,5.0,5.0,34,35,245,245,2.96e+44,2
Mrk 335,Hu2021,17.0,16.431676725154983,16.371270540975267,1.0492321021560436,2.0824976468285623,0.9104477611940298,0.02579,200.0,3.0,3.0,44,61,345,345,2.7e+43,0
PG 1440+356,Hu2021,34.5,45.49725266430931,44.67234935869244,14.729285926172103,14.900855799582722,0.533678756476684,0.079,1157.0,6.0,6.0,109,103,314,314,2.07e+44,0
PG 0838+770,Hu2021,43.1,33.91164991562635,33.84954349102057,6.208846451702229,10.779974180400501,0.5705521472392638,0.1316,976.0,6.0,6.0,102,93,181,181,1.15e+44,0
PG 1115+407,Hu2021,54.4,49.295030175464944,47.51941050699356,7.690480011321021,18.32784057670915,0.6391752577319587,0.1542,579.0,6.0,6.0,62,62,201,201,2.4300000000000005e+44,0
[HSN2016] J211.31+25.92,Hu2021,95.9,74.09453421137081,71.29505790340995,28.112605115110256,42.83587678384708,0.5873015873015873,0.1643,438.0,7.0,7.0,41,37,280,280,5.490000000000001e+44,2
PG 1415+451,Hu2021,30.0,41.231056256176615,40.854829190554014,12.395595942937803,13.937887198689182,0.5185185185185185,0.1132,1130.0,7.0,7.0,93,84,201,201,1.7000000000000001e+44,0
PG 1448+273,Hu2021,30.1,41.47288270665543,40.673008483916625,8.697014436981426,12.549334029062777,0.5705521472392638,0.0646,975.0,6.0,6.0,94,93,222,222,1.7200000000000002e+44,0
DES J034028.46-292902.41,McDougall2025,16.0,69.98419960022717,62.81949218254301,35.24899959124826,20.820289619146834,0.5277777777777778,0.31,2150.0,-1.0,60.833333333333336,18,19,-1,100,4.897788193684436e+44,2
RM029,Shen2024,10.706741892819208,31.698934456175373,32.218034777867736,15.759123254455183,14.967340388402356,0.5303030303030303,0.815814553393883,2368.987,11.969000000000051,11.969000000000051,90,105,11,11,1.0048224456569024e+44,2
PG 1519+226,Hu2021,73.1,55.67764362830022,54.18618497154725,12.150580998748637,23.01274724333507,0.584,0.1351,871.0,7.0,7.0,79,73,311,311,3.1000000000000004e+44,2
PG 1535+547,Hu2021,25.9,26.45751311064591,26.50820052097366,0.10683426076867875,2.7363495575832317,0.9387755102040817,0.0385,194.0,4.0,4.0,36,46,408,408,7e+43,0
PG 1552+085,Hu2021,25.0,44.158804331639224,43.24865905161965,9.403854840288986,12.382915615071735,0.5873015873015873,0.1187,878.0,7.0,7.0,66,74,223,223,1.95e+44,2
PG 1626+554,Hu2021,77.1,63.560994328282796,60.538274728075514,9.86490232380411,31.937014013215553,0.6372549019607843,0.1316,507.0,5.0,5.0,67,65,-1,100,4.0400000000000005e+44,0
RM016,Grier2017,32.0,79.43282347242788,19.957296513734057,19.177066575452685,35.88950889289219,1.0,0.8497638180216529,176.98000000000047,4.037100000000464,4.037100000000464,32,44,16,16,6.309573444801891e+44,3
RM017,Grier2017,25.5,28.183829312644487,27.25784452706541,3.508888155869567,6.5417872771309895,1.0,0.4565020752060682,176.98000000000047,4.037100000000464,4.037100000000464,32,44,28,28,7.943282347242789e+43,0
RM021,Grier2017,43.9,56.23413251903491,20.512247148291042,15.9318424452746,33.45686913507665,1.0,1.027185500417937,176.98000000000047,4.037100000000464,4.037100000000464,32,44,6,6,3.1622776601683794e+44,3
RM033,Grier2017,26.5,35.481338923357605,31.741020058641936,8.509781533818803,29.115632468289963,1.0,0.7150925219095368,176.98000000000047,4.037100000000464,4.037100000000464,32,44,19,19,1.2589254117941713e+44,0
RM101,Grier2017,21.4,50.11872336272715,47.42377437688003,3.250376147535029,16.59951870178394,1.0,0.457769277152676,176.98000000000047,4.037100000000464,4.037100000000464,32,44,92,92,2.5118864315095717e+44,2
RM160,Grier2017,21.9,25.118864315095717,24.654796544720163,2.2071895099968515,3.418274916944707,1.0,0.3598248558032997,176.98000000000047,4.037100000000464,4.037100000000464,32,44,49,49,6.309573444801891e+43,0
RM033,Shen2024,30.725889005384964,49.43163669681485,49.52064972206291,14.656839227417095,17.46261686301439,0.5392670157068062,0.7150925219095368,2368.987,12.427499999999782,12.427499999999782,89,103,47,47,2.443486706525892e+44,2
RM177,Grier2017,10.1,31.62277660168379,30.32154683796953,4.313670155637478,5.4880946715634735,1.0,0.48202777388913387,176.98000000000047,4.037100000000464,4.037100000000464,32,44,38,38,1e+44,2
RM191,Grier2017,8.5,19.95262314968883,18.72331545080597,6.765946442534158,10.259404335744742,1.0,0.4418876212683127,176.98000000000047,4.037100000000464,4.037100000000464,32,44,13,13,3.9810717055349854e+43,2
RM215,Grier2017,32.9,39.810717055349855,28.07361693961912,12.837059642864169,34.25278232934314,1.0,0.8848040766215153,176.98000000000047,4.037100000000464,4.037100000000464,32,44,11,11,1.5848931924611238e+44,3
RM229,Grier2017,16.2,19.95262314968883,19.40932275525628,6.684065616735449,8.487842162464261,1.0,0.4698148608852726,176.98000000000047,4.037100000000464,4.037100000000464,32,44,15,15,3.9810717055349854e+43,0
RM265,Grier2017,8.5,39.810717055349855,30.53228453572864,12.025485343799946,34.97015920520789,1.0,0.7359680784294624,176.98000000000047,4.037100000000464,4.037100000000464,32,44,10,10,1.5848931924611238e+44,3
RM267,Grier2017,20.4,35.481338923357605,33.4382312821984,5.967888578534172,13.266633080517483,1.0,0.5878838493487144,176.98000000000047,4.054450000000088,4.054450000000088,31,44,31,31,1.2589254117941713e+44,2
RM272,Grier2017,15.1,28.183829312644495,27.76193887775058,2.521566789001522,4.970672024502534,1.0,0.26289998777232126,176.98000000000047,4.037100000000464,4.037100000000464,32,44,42,42,7.943282347242789e+43,2
RM300,Grier2017,30.4,56.2341325190349,31.148079174547373,15.696669820244349,44.191621044913305,1.0,0.646045963627256,176.98000000000047,4.037100000000464,4.037100000000464,32,44,19,19,3.1622776601683794e+44,3
RM301,Grier2017,12.8,35.481338923357605,34.07659515732603,7.383629411019513,19.669061122094885,1.0,0.5482282276159136,176.98000000000047,4.037100000000464,4.037100000000464,32,44,23,23,1.2589254117941713e+44,2
RM305,Grier2017,53.5,39.810717055349855,36.74873608890252,7.39401616256211,20.169517784582016,1.0,0.5273078039163455,176.98000000000047,4.037100000000464,4.037100000000464,32,44,32,32,1.5848931924611238e+44,2
RM078,Shen2024,52.83658053130658,50.44320175519171,49.7515276839463,20.02414739957765,16.6486719316159,0.5303030303030303,0.58246467805313,2368.987,11.969000000000051,11.969000000000051,90,105,40,40,2.544516603314976e+44,0
RM316,Grier2017,11.9,100.0,19.96565941465965,22.14116597473419,36.50792358586051,1.0,0.6778574339590024,176.98000000000047,4.037100000000464,4.037100000000464,32,44,66,66,1e+45,3
RM320,Grier2017,25.2,15.84893192461111,15.281723477685638,2.286543957748613,3.785002331578978,1.0,0.26508822214666483,176.98000000000047,4.037100000000464,4.037100000000464,32,44,21,21,2.511886431509572e+43,2
RM338,Grier2017,10.7,15.84893192461111,15.394579238049516,10.148561311483348,9.933644113162861,1.0,0.41804097776317906,153.01810000000023,4.069800000000214,4.069800000000214,28,38,10,10,2.511886431509572e+43,2
RM371,Grier2017,13.0,35.481338923357605,33.63262738410411,4.523410652386822,13.702217653684553,1.0,0.472628958408448,176.98000000000047,4.037100000000464,4.037100000000464,32,44,31,31,1.2589254117941713e+44,2
